Date,CountryName,RegionName,PrescriptionIndex,C1M_School closing,C2M_Workplace closing,C3M_Cancel public events,C4M_Restrictions on gatherings,C5M_Close public transport,C6M_Stay at home requirements,C7M_Restrictions on internal movement,C8EV_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6M_Facial Coverings
2021-06-11,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-12,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-13,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-14,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-15,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-16,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-17,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-18,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-19,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-20,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-21,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-22,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-23,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-24,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-25,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-26,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-27,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-28,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-29,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-30,Nepal,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-01,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-02,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-03,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-04,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-05,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-06,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-07,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-08,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-09,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-10,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-11,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-12,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-13,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-14,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-15,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-16,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-17,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-18,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-19,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-20,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-21,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-22,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-23,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-24,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-25,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-26,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-27,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-28,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-29,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-30,Nepal,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-01,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-02,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-03,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-04,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-05,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-06,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-07,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-08,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-09,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-10,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-11,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-12,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-13,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-14,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-15,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-16,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-17,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-18,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-19,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-20,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-22,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-23,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-24,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-25,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-26,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-28,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-29,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-30,Netherlands,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-01,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-02,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-03,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-04,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-05,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-06,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-07,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-08,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-09,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-10,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-11,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-12,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-13,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-14,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-15,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-16,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-17,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-18,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-19,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-20,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-22,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-23,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-24,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-25,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-26,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-28,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-29,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-30,Netherlands,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-01,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-02,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-03,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-04,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-05,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-06,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-07,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-08,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-09,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-10,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-11,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-12,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-13,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-14,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-15,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-16,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-17,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-18,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-19,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-20,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-22,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-23,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-24,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-25,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-26,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-28,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-29,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-30,Netherlands,,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-01,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-02,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-03,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-04,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-05,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-06,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-07,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-08,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-09,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-10,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-11,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-12,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-13,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-14,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-15,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-16,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-17,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-18,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-19,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-20,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-21,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-22,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-23,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-24,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-25,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-26,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-27,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-28,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-29,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-30,Netherlands,,3,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-01,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-02,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-03,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-04,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-05,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-06,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-07,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-08,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-09,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-10,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-11,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-12,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-13,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-14,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-15,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-16,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-17,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-18,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-19,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-20,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-21,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-22,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-23,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-24,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-25,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-26,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-27,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-28,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-29,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-30,Netherlands,,4,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-01,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-02,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-03,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-04,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-05,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-06,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-07,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-08,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-09,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-10,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-11,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-12,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-13,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-14,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-15,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-16,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-17,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-18,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-19,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-20,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-21,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-22,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-23,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-24,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-25,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-26,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-27,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-28,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-29,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-30,Netherlands,,5,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-01,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-02,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-03,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-04,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-05,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-06,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-07,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-08,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-09,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-10,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-11,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-12,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-13,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-14,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-15,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-16,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-17,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-18,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-19,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-20,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-21,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-22,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-23,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-24,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-25,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-26,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-27,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-28,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-29,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-30,Netherlands,,6,3,3,2,4,2,3,2,4,0,3,0,0
2021-06-01,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-02,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-03,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-04,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-05,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-06,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-07,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-08,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-09,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-10,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-11,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-12,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-13,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-14,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-15,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-16,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-17,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-18,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-19,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-20,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-21,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-22,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-23,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-24,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-25,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-26,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-27,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-28,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-29,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-30,Netherlands,,7,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-01,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-02,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-03,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-04,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-05,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-06,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-07,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-08,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-09,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-10,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-11,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-12,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-13,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-14,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-15,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-16,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-17,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-18,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-19,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-20,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-21,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-22,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-23,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-24,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-25,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-26,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-27,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-28,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-29,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-30,Netherlands,,8,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-01,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-02,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-03,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-04,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-05,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-06,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-07,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-08,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-09,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-10,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-11,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-12,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-13,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-14,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-15,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-16,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-17,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-18,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-19,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-20,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-21,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-22,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-23,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-24,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-25,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-26,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
2021-06-27,Netherlands,,9,3,3,2,4,2,3,2,4,0,3,0,4
