PrescriptionIndex,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
7,Paraguay,,2020-08-02,3,3,2,4,0,0,2,4,2,3,0,0
7,Paraguay,,2020-08-03,3,3,2,4,0,0,2,4,2,3,0,0
7,Paraguay,,2020-08-04,3,3,2,4,0,0,2,4,2,3,0,0
7,Paraguay,,2020-08-05,3,3,2,4,0,0,2,4,2,3,0,0
8,Paraguay,,2020-08-01,3,3,2,4,2,0,2,4,2,3,0,0
8,Paraguay,,2020-08-02,3,3,2,4,2,0,2,4,2,3,0,0
8,Paraguay,,2020-08-03,3,3,2,4,2,0,2,4,2,3,0,0
8,Paraguay,,2020-08-04,3,3,2,4,2,0,2,4,2,3,0,0
8,Paraguay,,2020-08-05,3,3,2,4,2,0,2,4,2,3,0,0
9,Paraguay,,2020-08-01,3,3,2,4,2,0,2,4,2,3,2,0
9,Paraguay,,2020-08-02,3,3,2,4,2,0,2,4,2,3,2,0
9,Paraguay,,2020-08-03,3,3,2,4,2,0,2,4,2,3,2,0
9,Paraguay,,2020-08-04,3,3,2,4,2,0,2,4,2,3,2,0
9,Paraguay,,2020-08-05,3,3,2,4,2,0,2,4,2,3,2,0
0,Peru,,2020-08-01,0,0,0,4,0,0,0,0,0,0,0,0
0,Peru,,2020-08-02,0,0,0,4,0,0,0,0,0,0,0,0
0,Peru,,2020-08-03,0,0,0,4,0,0,0,0,0,0,0,0
0,Peru,,2020-08-04,0,0,0,4,0,0,0,0,0,0,0,0
0,Peru,,2020-08-05,0,0,0,4,0,0,0,0,0,0,0,0
1,Peru,,2020-08-01,0,3,0,4,0,0,0,0,0,0,0,0
1,Peru,,2020-08-02,0,3,0,4,0,0,0,0,0,0,0,0
1,Peru,,2020-08-03,0,3,0,4,0,0,0,0,0,0,0,0
1,Peru,,2020-08-04,0,3,0,4,0,0,0,0,0,0,0,0
1,Peru,,2020-08-05,0,3,0,4,0,0,0,0,0,0,0,0
2,Peru,,2020-08-01,0,3,0,4,0,0,0,0,0,3,0,0
2,Peru,,2020-08-02,0,3,0,4,0,0,0,0,0,3,0,0
2,Peru,,2020-08-03,0,3,0,4,0,0,0,0,0,3,0,0
2,Peru,,2020-08-04,0,3,0,4,0,0,0,0,0,3,0,0
2,Peru,,2020-08-05,0,3,0,4,0,0,0,0,0,3,0,0
3,Peru,,2020-08-01,0,3,0,4,0,0,0,4,0,3,0,0
3,Peru,,2020-08-02,0,3,0,4,0,0,0,4,0,3,0,0
3,Peru,,2020-08-03,0,3,0,4,0,0,0,4,0,3,0,0
3,Peru,,2020-08-04,0,3,0,4,0,0,0,4,0,3,0,0
3,Peru,,2020-08-05,0,3,0,4,0,0,0,4,0,3,0,0
4,Peru,,2020-08-01,0,3,0,4,0,0,2,4,0,3,0,0
4,Peru,,2020-08-02,0,3,0,4,0,0,2,4,0,3,0,0
4,Peru,,2020-08-03,0,3,0,4,0,0,2,4,0,3,0,0
4,Peru,,2020-08-04,0,3,0,4,0,0,2,4,0,3,0,0
4,Peru,,2020-08-05,0,3,0,4,0,0,2,4,0,3,0,0
5,Peru,,2020-08-01,3,3,0,4,0,0,2,4,0,3,0,0
5,Peru,,2020-08-02,3,3,0,4,0,0,2,4,0,3,0,0
5,Peru,,2020-08-03,3,3,0,4,0,0,2,4,0,3,0,0
5,Peru,,2020-08-04,3,3,0,4,0,0,2,4,0,3,0,0
5,Peru,,2020-08-05,3,3,0,4,0,0,2,4,0,3,0,0
6,Peru,,2020-08-01,3,3,0,4,2,0,2,4,0,3,0,0
6,Peru,,2020-08-02,3,3,0,4,2,0,2,4,0,3,0,0
6,Peru,,2020-08-03,3,3,0,4,2,0,2,4,0,3,0,0
6,Peru,,2020-08-04,3,3,0,4,2,0,2,4,0,3,0,0
6,Peru,,2020-08-05,3,3,0,4,2,0,2,4,0,3,0,0
7,Peru,,2020-08-01,3,3,0,4,2,0,2,4,2,3,0,0
7,Peru,,2020-08-02,3,3,0,4,2,0,2,4,2,3,0,0
7,Peru,,2020-08-03,3,3,0,4,2,0,2,4,2,3,0,0
7,Peru,,2020-08-04,3,3,0,4,2,0,2,4,2,3,0,0
7,Peru,,2020-08-05,3,3,0,4,2,0,2,4,2,3,0,0
8,Peru,,2020-08-01,3,3,0,4,2,0,2,4,2,3,2,0
8,Peru,,2020-08-02,3,3,0,4,2,0,2,4,2,3,2,0
8,Peru,,2020-08-03,3,3,0,4,2,0,2,4,2,3,2,0
8,Peru,,2020-08-04,3,3,0,4,2,0,2,4,2,3,2,0
8,Peru,,2020-08-05,3,3,0,4,2,0,2,4,2,3,2,0
9,Peru,,2020-08-01,3,3,0,4,2,3,2,4,2,3,2,0
9,Peru,,2020-08-02,3,3,0,4,2,3,2,4,2,3,2,0
9,Peru,,2020-08-03,3,3,0,4,2,3,2,4,2,3,2,0
9,Peru,,2020-08-04,3,3,0,4,2,3,2,4,2,3,2,0
9,Peru,,2020-08-05,3,3,0,4,2,3,2,4,2,3,2,0
0,Philippines,,2020-08-01,3,0,0,0,0,0,0,0,0,0,0,0
0,Philippines,,2020-08-02,3,0,0,0,0,0,0,0,0,0,0,0
0,Philippines,,2020-08-03,3,0,0,0,0,0,0,0,0,0,0,0
0,Philippines,,2020-08-04,3,0,0,0,0,0,0,0,0,0,0,0
0,Philippines,,2020-08-05,3,0,0,0,0,0,0,0,0,0,0,0
1,Philippines,,2020-08-01,3,3,0,0,0,0,0,0,0,0,0,0
1,Philippines,,2020-08-02,3,3,0,0,0,0,0,0,0,0,0,0
1,Philippines,,2020-08-03,3,3,0,0,0,0,0,0,0,0,0,0
1,Philippines,,2020-08-04,3,3,0,0,0,0,0,0,0,0,0,0
1,Philippines,,2020-08-05,3,3,0,0,0,0,0,0,0,0,0,0
2,Philippines,,2020-08-01,3,3,0,0,0,0,0,0,2,0,0,0
2,Philippines,,2020-08-02,3,3,0,0,0,0,0,0,2,0,0,0
2,Philippines,,2020-08-03,3,3,0,0,0,0,0,0,2,0,0,0
2,Philippines,,2020-08-04,3,3,0,0,0,0,0,0,2,0,0,0
2,Philippines,,2020-08-05,3,3,0,0,0,0,0,0,2,0,0,0
3,Philippines,,2020-08-01,3,3,0,0,0,0,0,0,2,3,0,0
3,Philippines,,2020-08-02,3,3,0,0,0,0,0,0,2,3,0,0
3,Philippines,,2020-08-03,3,3,0,0,0,0,0,0,2,3,0,0
3,Philippines,,2020-08-04,3,3,0,0,0,0,0,0,2,3,0,0
3,Philippines,,2020-08-05,3,3,0,0,0,0,0,0,2,3,0,0
4,Philippines,,2020-08-01,3,3,0,0,0,0,2,0,2,3,0,0
4,Philippines,,2020-08-02,3,3,0,0,0,0,2,0,2,3,0,0
4,Philippines,,2020-08-03,3,3,0,0,0,0,2,0,2,3,0,0
4,Philippines,,2020-08-04,3,3,0,0,0,0,2,0,2,3,0,0
4,Philippines,,2020-08-05,3,3,0,0,0,0,2,0,2,3,0,0
5,Philippines,,2020-08-01,3,3,0,0,0,0,2,4,2,3,0,0
5,Philippines,,2020-08-02,3,3,0,0,0,0,2,4,2,3,0,0
5,Philippines,,2020-08-03,3,3,0,0,0,0,2,4,2,3,0,0
5,Philippines,,2020-08-04,3,3,0,0,0,0,2,4,2,3,0,0
5,Philippines,,2020-08-05,3,3,0,0,0,0,2,4,2,3,0,0
6,Philippines,,2020-08-01,3,3,0,4,0,0,2,4,2,3,0,0
6,Philippines,,2020-08-02,3,3,0,4,0,0,2,4,2,3,0,0
6,Philippines,,2020-08-03,3,3,0,4,0,0,2,4,2,3,0,0
6,Philippines,,2020-08-04,3,3,0,4,0,0,2,4,2,3,0,0
6,Philippines,,2020-08-05,3,3,0,4,0,0,2,4,2,3,0,0
7,Philippines,,2020-08-01,3,3,0,4,2,0,2,4,2,3,0,0
7,Philippines,,2020-08-02,3,3,0,4,2,0,2,4,2,3,0,0
7,Philippines,,2020-08-03,3,3,0,4,2,0,2,4,2,3,0,0
7,Philippines,,2020-08-04,3,3,0,4,2,0,2,4,2,3,0,0
7,Philippines,,2020-08-05,3,3,0,4,2,0,2,4,2,3,0,0
8,Philippines,,2020-08-01,3,3,0,4,2,0,2,4,2,3,0,4
8,Philippines,,2020-08-02,3,3,0,4,2,0,2,4,2,3,0,4
8,Philippines,,2020-08-03,3,3,0,4,2,0,2,4,2,3,0,4
8,Philippines,,2020-08-04,3,3,0,4,2,0,2,4,2,3,0,4
8,Philippines,,2020-08-05,3,3,0,4,2,0,2,4,2,3,0,4
9,Philippines,,2020-08-01,3,3,2,4,2,0,2,4,2,3,0,4
9,Philippines,,2020-08-02,3,3,2,4,2,0,2,4,2,3,0,4
9,Philippines,,2020-08-03,3,3,2,4,2,0,2,4,2,3,0,4
9,Philippines,,2020-08-04,3,3,2,4,2,0,2,4,2,3,0,4
9,Philippines,,2020-08-05,3,3,2,4,2,0,2,4,2,3,0,4
0,Poland,,2020-08-01,0,3,0,0,0,0,0,0,0,0,0,0
0,Poland,,2020-08-02,0,3,0,0,0,0,0,0,0,0,0,0
0,Poland,,2020-08-03,0,3,0,0,0,0,0,0,0,0,0,0
0,Poland,,2020-08-04,0,3,0,0,0,0,0,0,0,0,0,0
0,Poland,,2020-08-05,0,3,0,0,0,0,0,0,0,0,0,0
1,Poland,,2020-08-01,0,3,2,0,0,0,0,0,0,0,0,0
1,Poland,,2020-08-02,0,3,2,0,0,0,0,0,0,0,0,0
1,Poland,,2020-08-03,0,3,2,0,0,0,0,0,0,0,0,0
1,Poland,,2020-08-04,0,3,2,0,0,0,0,0,0,0,0,0
1,Poland,,2020-08-05,0,3,2,0,0,0,0,0,0,0,0,0
2,Poland,,2020-08-01,0,3,2,0,0,0,0,4,0,0,0,0
2,Poland,,2020-08-02,0,3,2,0,0,0,0,4,0,0,0,0
2,Poland,,2020-08-03,0,3,2,0,0,0,0,4,0,0,0,0
2,Poland,,2020-08-04,0,3,2,0,0,0,0,4,0,0,0,0
2,Poland,,2020-08-05,0,3,2,0,0,0,0,4,0,0,0,0
3,Poland,,2020-08-01,0,3,2,0,0,0,0,4,2,0,0,0
3,Poland,,2020-08-02,0,3,2,0,0,0,0,4,2,0,0,0
3,Poland,,2020-08-03,0,3,2,0,0,0,0,4,2,0,0,0
3,Poland,,2020-08-04,0,3,2,0,0,0,0,4,2,0,0,0
3,Poland,,2020-08-05,0,3,2,0,0,0,0,4,2,0,0,0
4,Poland,,2020-08-01,0,3,2,0,2,0,0,4,2,0,0,0
4,Poland,,2020-08-02,0,3,2,0,2,0,0,4,2,0,0,0
4,Poland,,2020-08-03,0,3,2,0,2,0,0,4,2,0,0,0
4,Poland,,2020-08-04,0,3,2,0,2,0,0,4,2,0,0,0
4,Poland,,2020-08-05,0,3,2,0,2,0,0,4,2,0,0,0
5,Poland,,2020-08-01,3,3,2,0,2,0,0,4,2,0,0,0
5,Poland,,2020-08-02,3,3,2,0,2,0,0,4,2,0,0,0
5,Poland,,2020-08-03,3,3,2,0,2,0,0,4,2,0,0,0
5,Poland,,2020-08-04,3,3,2,0,2,0,0,4,2,0,0,0
5,Poland,,2020-08-05,3,3,2,0,2,0,0,4,2,0,0,0
6,Poland,,2020-08-01,3,3,2,0,2,0,0,4,2,0,2,0
6,Poland,,2020-08-02,3,3,2,0,2,0,0,4,2,0,2,0
6,Poland,,2020-08-03,3,3,2,0,2,0,0,4,2,0,2,0
6,Poland,,2020-08-04,3,3,2,0,2,0,0,4,2,0,2,0
6,Poland,,2020-08-05,3,3,2,0,2,0,0,4,2,0,2,0
7,Poland,,2020-08-01,3,3,2,0,2,3,0,4,2,0,2,0
7,Poland,,2020-08-02,3,3,2,0,2,3,0,4,2,0,2,0
7,Poland,,2020-08-03,3,3,2,0,2,3,0,4,2,0,2,0
7,Poland,,2020-08-04,3,3,2,0,2,3,0,4,2,0,2,0
7,Poland,,2020-08-05,3,3,2,0,2,3,0,4,2,0,2,0
8,Poland,,2020-08-01,3,3,2,4,2,3,0,4,2,0,2,0
8,Poland,,2020-08-02,3,3,2,4,2,3,0,4,2,0,2,0
8,Poland,,2020-08-03,3,3,2,4,2,3,0,4,2,0,2,0
8,Poland,,2020-08-04,3,3,2,4,2,3,0,4,2,0,2,0
8,Poland,,2020-08-05,3,3,2,4,2,3,0,4,2,0,2,0
9,Poland,,2020-08-01,3,3,2,4,2,3,0,4,2,3,2,0
9,Poland,,2020-08-02,3,3,2,4,2,3,0,4,2,3,2,0
9,Poland,,2020-08-03,3,3,2,4,2,3,0,4,2,3,2,0
9,Poland,,2020-08-04,3,3,2,4,2,3,0,4,2,3,2,0
9,Poland,,2020-08-05,3,3,2,4,2,3,0,4,2,3,2,0
0,Portugal,,2020-08-01,0,0,0,4,0,0,0,0,0,0,0,0
0,Portugal,,2020-08-02,0,0,0,4,0,0,0,0,0,0,0,0
0,Portugal,,2020-08-03,0,0,0,4,0,0,0,0,0,0,0,0
0,Portugal,,2020-08-04,0,0,0,4,0,0,0,0,0,0,0,0
0,Portugal,,2020-08-05,0,0,0,4,0,0,0,0,0,0,0,0
1,Portugal,,2020-08-01,0,0,0,4,2,0,0,0,0,0,0,0
1,Portugal,,2020-08-02,0,0,0,4,2,0,0,0,0,0,0,0
1,Portugal,,2020-08-03,0,0,0,4,2,0,0,0,0,0,0,0
1,Portugal,,2020-08-04,0,0,0,4,2,0,0,0,0,0,0,0
1,Portugal,,2020-08-05,0,0,0,4,2,0,0,0,0,0,0,0
2,Portugal,,2020-08-01,0,0,0,4,2,0,0,0,0,0,2,0
2,Portugal,,2020-08-02,0,0,0,4,2,0,0,0,0,0,2,0
2,Portugal,,2020-08-03,0,0,0,4,2,0,0,0,0,0,2,0
2,Portugal,,2020-08-04,0,0,0,4,2,0,0,0,0,0,2,0
2,Portugal,,2020-08-05,0,0,0,4,2,0,0,0,0,0,2,0
3,Portugal,,2020-08-01,3,0,0,4,2,0,0,0,0,0,2,0
3,Portugal,,2020-08-02,3,0,0,4,2,0,0,0,0,0,2,0
3,Portugal,,2020-08-03,3,0,0,4,2,0,0,0,0,0,2,0
3,Portugal,,2020-08-04,3,0,0,4,2,0,0,0,0,0,2,0
3,Portugal,,2020-08-05,3,0,0,4,2,0,0,0,0,0,2,0
4,Portugal,,2020-08-01,3,3,0,4,2,0,0,0,0,0,2,0
4,Portugal,,2020-08-02,3,3,0,4,2,0,0,0,0,0,2,0
4,Portugal,,2020-08-03,3,3,0,4,2,0,0,0,0,0,2,0
4,Portugal,,2020-08-04,3,3,0,4,2,0,0,0,0,0,2,0
4,Portugal,,2020-08-05,3,3,0,4,2,0,0,0,0,0,2,0
5,Portugal,,2020-08-01,3,3,0,4,2,0,0,4,0,0,2,0
5,Portugal,,2020-08-02,3,3,0,4,2,0,0,4,0,0,2,0
5,Portugal,,2020-08-03,3,3,0,4,2,0,0,4,0,0,2,0
5,Portugal,,2020-08-04,3,3,0,4,2,0,0,4,0,0,2,0
5,Portugal,,2020-08-05,3,3,0,4,2,0,0,4,0,0,2,0
6,Portugal,,2020-08-01,3,3,0,4,2,0,0,4,2,0,2,0
6,Portugal,,2020-08-02,3,3,0,4,2,0,0,4,2,0,2,0
6,Portugal,,2020-08-03,3,3,0,4,2,0,0,4,2,0,2,0
6,Portugal,,2020-08-04,3,3,0,4,2,0,0,4,2,0,2,0
6,Portugal,,2020-08-05,3,3,0,4,2,0,0,4,2,0,2,0
7,Portugal,,2020-08-01,3,3,0,4,2,3,0,4,2,0,2,0
7,Portugal,,2020-08-02,3,3,0,4,2,3,0,4,2,0,2,0
7,Portugal,,2020-08-03,3,3,0,4,2,3,0,4,2,0,2,0
7,Portugal,,2020-08-04,3,3,0,4,2,3,0,4,2,0,2,0
7,Portugal,,2020-08-05,3,3,0,4,2,3,0,4,2,0,2,0
8,Portugal,,2020-08-01,3,3,0,4,2,3,0,4,2,3,2,0
8,Portugal,,2020-08-02,3,3,0,4,2,3,0,4,2,3,2,0
8,Portugal,,2020-08-03,3,3,0,4,2,3,0,4,2,3,2,0
8,Portugal,,2020-08-04,3,3,0,4,2,3,0,4,2,3,2,0
8,Portugal,,2020-08-05,3,3,0,4,2,3,0,4,2,3,2,0
9,Portugal,,2020-08-01,3,3,2,4,2,3,0,4,2,3,2,0
9,Portugal,,2020-08-02,3,3,2,4,2,3,0,4,2,3,2,0
9,Portugal,,2020-08-03,3,3,2,4,2,3,0,4,2,3,2,0
9,Portugal,,2020-08-04,3,3,2,4,2,3,0,4,2,3,2,0
9,Portugal,,2020-08-05,3,3,2,4,2,3,0,4,2,3,2,0
0,Puerto Rico,,2020-08-01,0,0,0,0,2,0,0,0,0,0,0,0
0,Puerto Rico,,2020-08-02,0,0,0,0,2,0,0,0,0,0,0,0
0,Puerto Rico,,2020-08-03,0,0,0,0,2,0,0,0,0,0,0,0
0,Puerto Rico,,2020-08-04,0,0,0,0,2,0,0,0,0,0,0,0
0,Puerto Rico,,2020-08-05,0,0,0,0,2,0,0,0,0,0,0,0
1,Puerto Rico,,2020-08-01,0,3,0,0,2,0,0,0,0,0,0,0
1,Puerto Rico,,2020-08-02,0,3,0,0,2,0,0,0,0,0,0,0
1,Puerto Rico,,2020-08-03,0,3,0,0,2,0,0,0,0,0,0,0
1,Puerto Rico,,2020-08-04,0,3,0,0,2,0,0,0,0,0,0,0
1,Puerto Rico,,2020-08-05,0,3,0,0,2,0,0,0,0,0,0,0
2,Puerto Rico,,2020-08-01,0,3,0,0,2,0,0,0,2,0,0,0
2,Puerto Rico,,2020-08-02,0,3,0,0,2,0,0,0,2,0,0,0
2,Puerto Rico,,2020-08-03,0,3,0,0,2,0,0,0,2,0,0,0
2,Puerto Rico,,2020-08-04,0,3,0,0,2,0,0,0,2,0,0,0
2,Puerto Rico,,2020-08-05,0,3,0,0,2,0,0,0,2,0,0,0
3,Puerto Rico,,2020-08-01,3,3,0,0,2,0,0,0,2,0,0,0
3,Puerto Rico,,2020-08-02,3,3,0,0,2,0,0,0,2,0,0,0
3,Puerto Rico,,2020-08-03,3,3,0,0,2,0,0,0,2,0,0,0
3,Puerto Rico,,2020-08-04,3,3,0,0,2,0,0,0,2,0,0,0
3,Puerto Rico,,2020-08-05,3,3,0,0,2,0,0,0,2,0,0,0
4,Puerto Rico,,2020-08-01,3,3,0,0,2,0,0,0,2,3,0,0
4,Puerto Rico,,2020-08-02,3,3,0,0,2,0,0,0,2,3,0,0
4,Puerto Rico,,2020-08-03,3,3,0,0,2,0,0,0,2,3,0,0
4,Puerto Rico,,2020-08-04,3,3,0,0,2,0,0,0,2,3,0,0
4,Puerto Rico,,2020-08-05,3,3,0,0,2,0,0,0,2,3,0,0
5,Puerto Rico,,2020-08-01,3,3,0,4,2,0,0,0,2,3,0,0
5,Puerto Rico,,2020-08-02,3,3,0,4,2,0,0,0,2,3,0,0
5,Puerto Rico,,2020-08-03,3,3,0,4,2,0,0,0,2,3,0,0
5,Puerto Rico,,2020-08-04,3,3,0,4,2,0,0,0,2,3,0,0
5,Puerto Rico,,2020-08-05,3,3,0,4,2,0,0,0,2,3,0,0
6,Puerto Rico,,2020-08-01,3,3,0,4,2,0,0,4,2,3,0,0
6,Puerto Rico,,2020-08-02,3,3,0,4,2,0,0,4,2,3,0,0
6,Puerto Rico,,2020-08-03,3,3,0,4,2,0,0,4,2,3,0,0
6,Puerto Rico,,2020-08-04,3,3,0,4,2,0,0,4,2,3,0,0
6,Puerto Rico,,2020-08-05,3,3,0,4,2,0,0,4,2,3,0,0
7,Puerto Rico,,2020-08-01,3,3,0,4,2,3,0,4,2,3,0,0
7,Puerto Rico,,2020-08-02,3,3,0,4,2,3,0,4,2,3,0,0
7,Puerto Rico,,2020-08-03,3,3,0,4,2,3,0,4,2,3,0,0
7,Puerto Rico,,2020-08-04,3,3,0,4,2,3,0,4,2,3,0,0
7,Puerto Rico,,2020-08-05,3,3,0,4,2,3,0,4,2,3,0,0
8,Puerto Rico,,2020-08-01,3,3,0,4,2,3,2,4,2,3,0,0
8,Puerto Rico,,2020-08-02,3,3,0,4,2,3,2,4,2,3,0,0
8,Puerto Rico,,2020-08-03,3,3,0,4,2,3,2,4,2,3,0,0
8,Puerto Rico,,2020-08-04,3,3,0,4,2,3,2,4,2,3,0,0
8,Puerto Rico,,2020-08-05,3,3,0,4,2,3,2,4,2,3,0,0
9,Puerto Rico,,2020-08-01,3,3,2,4,2,3,2,4,2,3,0,0
9,Puerto Rico,,2020-08-02,3,3,2,4,2,3,2,4,2,3,0,0
9,Puerto Rico,,2020-08-03,3,3,2,4,2,3,2,4,2,3,0,0
9,Puerto Rico,,2020-08-04,3,3,2,4,2,3,2,4,2,3,0,0
9,Puerto Rico,,2020-08-05,3,3,2,4,2,3,2,4,2,3,0,0
0,Qatar,,2020-08-01,0,3,0,0,0,0,0,0,0,0,0,0
0,Qatar,,2020-08-02,0,3,0,0,0,0,0,0,0,0,0,0
0,Qatar,,2020-08-03,0,3,0,0,0,0,0,0,0,0,0,0
0,Qatar,,2020-08-04,0,3,0,0,0,0,0,0,0,0,0,0
0,Qatar,,2020-08-05,0,3,0,0,0,0,0,0,0,0,0,0
1,Qatar,,2020-08-01,0,3,0,0,0,0,0,4,0,0,0,0
1,Qatar,,2020-08-02,0,3,0,0,0,0,0,4,0,0,0,0
1,Qatar,,2020-08-03,0,3,0,0,0,0,0,4,0,0,0,0
1,Qatar,,2020-08-04,0,3,0,0,0,0,0,4,0,0,0,0
1,Qatar,,2020-08-05,0,3,0,0,0,0,0,4,0,0,0,0
2,Qatar,,2020-08-01,0,3,2,0,0,0,0,4,0,0,0,0
2,Qatar,,2020-08-02,0,3,2,0,0,0,0,4,0,0,0,0
2,Qatar,,2020-08-03,0,3,2,0,0,0,0,4,0,0,0,0
2,Qatar,,2020-08-04,0,3,2,0,0,0,0,4,0,0,0,0
2,Qatar,,2020-08-05,0,3,2,0,0,0,0,4,0,0,0,0
3,Qatar,,2020-08-01,3,3,2,0,0,0,0,4,0,0,0,0
3,Qatar,,2020-08-02,3,3,2,0,0,0,0,4,0,0,0,0
3,Qatar,,2020-08-03,3,3,2,0,0,0,0,4,0,0,0,0
3,Qatar,,2020-08-04,3,3,2,0,0,0,0,4,0,0,0,0
3,Qatar,,2020-08-05,3,3,2,0,0,0,0,4,0,0,0,0
4,Qatar,,2020-08-01,3,3,2,0,0,0,0,4,0,3,0,0
4,Qatar,,2020-08-02,3,3,2,0,0,0,0,4,0,3,0,0
4,Qatar,,2020-08-03,3,3,2,0,0,0,0,4,0,3,0,0
4,Qatar,,2020-08-04,3,3,2,0,0,0,0,4,0,3,0,0
4,Qatar,,2020-08-05,3,3,2,0,0,0,0,4,0,3,0,0
5,Qatar,,2020-08-01,3,3,2,0,2,0,0,4,0,3,0,0
5,Qatar,,2020-08-02,3,3,2,0,2,0,0,4,0,3,0,0
5,Qatar,,2020-08-03,3,3,2,0,2,0,0,4,0,3,0,0
5,Qatar,,2020-08-04,3,3,2,0,2,0,0,4,0,3,0,0
5,Qatar,,2020-08-05,3,3,2,0,2,0,0,4,0,3,0,0
6,Qatar,,2020-08-01,3,3,2,0,2,3,0,4,0,3,0,0
6,Qatar,,2020-08-02,3,3,2,0,2,3,0,4,0,3,0,0
6,Qatar,,2020-08-03,3,3,2,0,2,3,0,4,0,3,0,0
6,Qatar,,2020-08-04,3,3,2,0,2,3,0,4,0,3,0,0
6,Qatar,,2020-08-05,3,3,2,0,2,3,0,4,0,3,0,0
7,Qatar,,2020-08-01,3,3,2,0,2,3,2,4,0,3,0,0
7,Qatar,,2020-08-02,3,3,2,0,2,3,2,4,0,3,0,0
7,Qatar,,2020-08-03,3,3,2,0,2,3,2,4,0,3,0,0
7,Qatar,,2020-08-04,3,3,2,0,2,3,2,4,0,3,0,0
7,Qatar,,2020-08-05,3,3,2,0,2,3,2,4,0,3,0,0
8,Qatar,,2020-08-01,3,3,2,4,2,3,2,4,0,3,0,0
8,Qatar,,2020-08-02,3,3,2,4,2,3,2,4,0,3,0,0
8,Qatar,,2020-08-03,3,3,2,4,2,3,2,4,0,3,0,0
8,Qatar,,2020-08-04,3,3,2,4,2,3,2,4,0,3,0,0
8,Qatar,,2020-08-05,3,3,2,4,2,3,2,4,0,3,0,0
9,Qatar,,2020-08-01,3,3,2,4,2,3,2,4,2,3,0,0
9,Qatar,,2020-08-02,3,3,2,4,2,3,2,4,2,3,0,0
9,Qatar,,2020-08-03,3,3,2,4,2,3,2,4,2,3,0,0
9,Qatar,,2020-08-04,3,3,2,4,2,3,2,4,2,3,0,0
9,Qatar,,2020-08-05,3,3,2,4,2,3,2,4,2,3,0,0
0,Romania,,2020-08-01,0,3,0,0,0,0,0,0,0,0,0,0
0,Romania,,2020-08-02,0,3,0,0,0,0,0,0,0,0,0,0
0,Romania,,2020-08-03,0,3,0,0,0,0,0,0,0,0,0,0
0,Romania,,2020-08-04,0,3,0,0,0,0,0,0,0,0,0,0
0,Romania,,2020-08-05,0,3,0,0,0,0,0,0,0,0,0,0
1,Romania,,2020-08-01,0,3,0,0,0,0,2,0,0,0,0,0
1,Romania,,2020-08-02,0,3,0,0,0,0,2,0,0,0,0,0
1,Romania,,2020-08-03,0,3,0,0,0,0,2,0,0,0,0,0
1,Romania,,2020-08-04,0,3,0,0,0,0,2,0,0,0,0,0
1,Romania,,2020-08-05,0,3,0,0,0,0,2,0,0,0,0,0
2,Romania,,2020-08-01,3,3,0,0,0,0,2,0,0,0,0,0
2,Romania,,2020-08-02,3,3,0,0,0,0,2,0,0,0,0,0
2,Romania,,2020-08-03,3,3,0,0,0,0,2,0,0,0,0,0
2,Romania,,2020-08-04,3,3,0,0,0,0,2,0,0,0,0,0
2,Romania,,2020-08-05,3,3,0,0,0,0,2,0,0,0,0,0
3,Romania,,2020-08-01,3,3,0,0,2,0,2,0,0,0,0,0
3,Romania,,2020-08-02,3,3,0,0,2,0,2,0,0,0,0,0
3,Romania,,2020-08-03,3,3,0,0,2,0,2,0,0,0,0,0
3,Romania,,2020-08-04,3,3,0,0,2,0,2,0,0,0,0,0
3,Romania,,2020-08-05,3,3,0,0,2,0,2,0,0,0,0,0
4,Romania,,2020-08-01,3,3,0,4,2,0,2,0,0,0,0,0
4,Romania,,2020-08-02,3,3,0,4,2,0,2,0,0,0,0,0
4,Romania,,2020-08-03,3,3,0,4,2,0,2,0,0,0,0,0
4,Romania,,2020-08-04,3,3,0,4,2,0,2,0,0,0,0,0
4,Romania,,2020-08-05,3,3,0,4,2,0,2,0,0,0,0,0
5,Romania,,2020-08-01,3,3,0,4,2,0,2,0,0,0,0,4
5,Romania,,2020-08-02,3,3,0,4,2,0,2,0,0,0,0,4
5,Romania,,2020-08-03,3,3,0,4,2,0,2,0,0,0,0,4
5,Romania,,2020-08-04,3,3,0,4,2,0,2,0,0,0,0,4
5,Romania,,2020-08-05,3,3,0,4,2,0,2,0,0,0,0,4
6,Romania,,2020-08-01,3,3,0,4,2,0,2,0,0,3,0,4
6,Romania,,2020-08-02,3,3,0,4,2,0,2,0,0,3,0,4
6,Romania,,2020-08-03,3,3,0,4,2,0,2,0,0,3,0,4
6,Romania,,2020-08-04,3,3,0,4,2,0,2,0,0,3,0,4
6,Romania,,2020-08-05,3,3,0,4,2,0,2,0,0,3,0,4
7,Romania,,2020-08-01,3,3,0,4,2,0,2,0,2,3,0,4
7,Romania,,2020-08-02,3,3,0,4,2,0,2,0,2,3,0,4
7,Romania,,2020-08-03,3,3,0,4,2,0,2,0,2,3,0,4
7,Romania,,2020-08-04,3,3,0,4,2,0,2,0,2,3,0,4
7,Romania,,2020-08-05,3,3,0,4,2,0,2,0,2,3,0,4
